name,country
Nisqually Head,United States
Klawock,United States
Fort Ward,United States
Keyport,United States
Manitowoc,United States
Manistee,United States
Port Obrien,United States
Southwest Pass,United States
Port Vita,United States
Port Gamble,United States
Hoquiam,United States
Honokaa,United States
Sekiu,United States
Hilo,United States
Honuapo,United States
Milolii,United States
Kauhako Bay,United States
Kiholo,United States
St Clair,United States
Kahului,United States
Prudhoe Bay,United States
Reedsport,United States
Lahaina,United States
Rainier,United States
Kaunakakai,United States
Palisades Point,United States
Womens Bay,United States
San Juan Cannery,United States
Sault Ste Marie,United States
St. Michael,United States
Solomon,United States
Warrenton,United States
Oscoda,United States
Falmouth,United States
Edgartown,United States
Newport,United States
Waterfall,United States
Waukegan,United States
Saginaw,United States
Portland,United States
St Joseph,United States
Silverdale,United States
Platinum,United States
Wyman,United States
Uyak,United States
Depere,United States
Tongue Point,United States
Port Graham,United States
Steamboat Bay,United States
South Bend,United States
Sanak,United States
Barber's Point,United States
Honolulu,United States
Wyandotte,United States
Port Inland,United States
Traverse City,United States
Port Costa,United States
Rochester,United States
Port Arthur,United States
St. James Harbor,United States
St Ignace,United States
Southport,United States
Cape Charles,United States
Sackets Harbor,United States
Port Hope,United States
Martinez,United States
White Lake,United States
Manistique,United States
Point Wells,United States
Nahma,United States
Plymouth,United States
Mackinac Island,United States
Charlevoix,United States
Beaufort,United States
Sand Point,United States
Port Townsend,United States
Oswego,United States
Sabine Pass,United States
South Haven,United States
Port Washington,United States
Yes Bay,United States
Salisbury,United States
Washington D.C.,United States
Solomons Island,United States
Skagway,United States
Piney Point,United States
Swansboro,United States
Petersburg,United States
Sturgeon Bay,United States
Port Sulphur,United States
Superior,United States
Sabine,United States
St Augustine,United States
Wilmington,United States
Redwood City,United States
Petoskey,United States
Palm Beach,United States
Princetown,United States
Wrightsville,United States
Westport,United States
Maurer,United States
Quincy,United States
Funter,United States
Juneau,United States
Haines,United States
Excursion Inlet,United States
Aberdeen,United States
Orca,United States
Metlakatla,United States
Seldovia,United States
Cordova,United States
Provincetown,United States
Cherry Point,United States
Bellingham,United States
Homer,United States
Nikiski,United States
Nahcotta,United States
Anacortes,United States
Sandusky,United States
Longview,United States
Willapa Harbor,United States
Saugatuck,United States
Olympia,United States
Bremerton,United States
Sitka,United States
Neah Bay,United States
La Push,United States
Seattle,United States
Hoonah,United States
Two Harbors,United States
Chatham,United States
Edwards Point,United States
Tawas City,United States
Kasaan,United States
Rogers City,United States
Hawk Inlet,United States
Palacios,United States
Knudson Cove,United States
Hydaburg,United States
Astoria,United States
Newport,United States
Anchorage,United States
Marquette,United States
Port Wing,United States
Grand Marais,United States
Bangor,United States
Winslow,United States
Kaukauna,United States
Port Orford,United States
Jonesport,United States
Rockport,United States
Village Cove,United States
Vineyard Haven,United States
Sheboygan,United States
Tacoma,United States
Richardson,United States
Prosper,United States
Vermilion,United States
Quartermaster Harbor,United States
Mukilteo,United States
Tenakee Springs,United States
Pelican,United States
Bandon,United States
Crescent City,United States
Eureka,United States
Port Clinton,United States
Washburn,United States
Fields Landing,United States
Kodiak,United States
Friday Harbor,United States
Grand Marais,United States
Racine,United States
Westhaven Cove,United States
Duluth,United States
Everett,United States
Roche  Harbor,United States
Lubec,United States
Bayfield,United States
Ashland,United States
Richmond,United States
Port Huron,United States
Fray Bentos,Uruguay
Jose Ignacio,Uruguay
Montevideo,Uruguay
Paysandu,Uruguay
Puerto Sauce,Uruguay
Nueva Palmira,Uruguay
Colonia,Uruguay
La Paloma,Uruguay
Luganville,Vanuatu
Port Vila,Vanuatu
Forari Bay,Vanuatu
Bahia De Pertigalete,Venezuela
El Tabiazo,Venezuela
Palua,Venezuela
Venterminals,Venezuela
Las Piedras,Venezuela
Puerto De Hierro,Venezuela
Ciudad Bolivar,Venezuela
Puerto Cumarebo,Venezuela
Puerto Chichiriviche,Venezuela
Puerto Borburata,Venezuela
Jose Terminal,Venezuela
El Palito,Venezuela
Guiria,Venezuela
Puerto Miranda,Venezuela
Catia La Mar,Venezuela
Cumana,Venezuela
Puerto Cabello,Venezuela
Maracaibo,Venezuela
Bajo Grande,Venezuela
Punta Cardon,Venezuela
La Guaira,Venezuela
Puerto La Cruz,Venezuela
El Guamache,Venezuela
Carupano,Venezuela
Amuay,Venezuela
San Lorenzo,Venezuela
Punta De Palmas,Venezuela
Caripito,Venezuela
La Salina,Venezuela
Puerto Ordaz,Venezuela
Guanta,Venezuela
Nha Trang,Vietnam
Duong Dong,Vietnam
Vung Tau,Vietnam
Dai Hang,Vietnam
Hon Gai,Vietnam
Cat Lai,Vietnam
Thanh Hoa,Vietnam
Mui Vung Tau,Vietnam
Nghe Tinh,Vietnam
Hai Phong,Vietnam
Qui Nhon,Vietnam
Thanh Ho Chi Minh,Vietnam
Phu My,Vietnam
Cam Pha,Vietnam
Da Nang,Vietnam
Vinh Cam Ranh,Vietnam
Wake Island,Wake Island
Mata-Utu,Wallis and Futuna
Ad Dakhla,Western Sahara
Laayoune,Western Sahara
Al Mukha,Yemen
Ras Isa Marine Terminal,Yemen
Ash Shihr Oil Terminal,Yemen
Balhaf,Yemen
Al Mukalla,Yemen
Salif,Yemen
Rudum Terminal,Yemen
Aden,Yemen
Al Ahmadi,Yemen
Nishtun,Yemen
