product,category,electricity,water,gas,component_1,manu_year_1,mass_kg_1,no_uses_1,biogenic_1,manu_loc_1,debark_port_1,depart_loc_uk_1,reprocessing_1,recycle_1,incinerate_1,landfill_1,component_2,manu_year_2,mass_kg_2,no_uses_2,biogenic_2,manu_loc_2,debark_port_2,depart_loc_uk_2,reprocessing_2,recycle_2,incinerate_2,landfill_2,component_3,manu_year_3,mass_kg_3,no_uses_3,biogenic_3,manu_loc_3,debark_port_3,depart_loc_uk_3,reprocessing_3,recycle_3,incinerate_3,landfill_3,component_4,manu_year_4,mass_kg_4,no_uses_4,biogenic_4,manu_loc_4,debark_port_4,depart_loc_uk_4,reprocessing_4,recycle_4,incinerate_4,landfill_4,component_5,manu_year_5,mass_kg_5,no_uses_5,biogenic_5,manu_loc_5,debark_port_5,depart_loc_uk_5,reprocessing_5,recycle_5,incinerate_5,landfill_5,component_6,manu_year_6,mass_kg_6,no_uses_6,biogenic_6,manu_loc_6,debark_port_6,depart_loc_uk_6,reprocessing_6,recycle_6,incinerate_6,landfill_6,manufacture_emissions,transport_emissions,use_emissions,reprocessing_emissions,disposal_emissions,total_emissions
waters circuit,anaesthesia drugs,0,0,0,silicone,2022,0.1,500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,pvc,2022,0.2,500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.3,500,0,shanghai (china),0,0,0,0,0,0,ldpe film,2022,0.01,500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.01,500,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.002930066,0.00023888414004774,0.0,0.0,0.0008178615087427145,0.003986811648790454
magill forceps,anaesthesia drugs,0,0,0,steel,2022,0.2,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.0075,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.004,500,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.0075,500,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,6.6645425e-05,1.107728875221375e-05,0.0,0.0,2.967507622814323e-06,8.069022137502808e-05
laryngoscope blade,anaesthesia drugs,0,0,0,steel,2022,0.105,1000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,working with steel,2022,0.105,1000,0,shanghai (china),0,0,0,0,0,0,ldpe film,2022,0.005,500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.005,500,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0004882795,4.430915500885501e-05,0.0,0.0,2.2343999999999997e-06,0.0005348230550088549
laryngoscope handle,anaesthesia drugs,0,0,0,steel,2022,0.199,1000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,working with steel,2022,0.199,1000,0,shanghai (china),0,0,0,0,1,0,li ion battery,2022,0.142,500,1,shanghai (china),shanghai (china),felixstowe,0,0,0,0,electronics,2022,0.02,1000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.028071532700000002,0.00019380439103873102,0.0,0.0,8.46944e-06,0.028273806531038732
spare batteries for laryngoscope,anaesthesia drugs,0,0,0,li ion battery,2022,0.142,500,1,shanghai (china),shanghai (china),felixstowe,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0024858519999999998,0.000109424348021868,0.0,0.0,0.0,0.002595276348021868
sharps bin,anaesthesia drugs,0,0,0,ldpe,2022,0.622,100,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.622,100,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.030259677999999998,0.00239654734047894,0.0,0.0,0.019669030151873438,0.05232525549235238
saline flush (10ml),anaesthesia drugs,0,0,0,ldpe,2022,0.0036,500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,saline,2022,0.0001,500,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,injection moulding,2022,0.0036,500,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.0011099999999999,500,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,3.936988799999961e-05,3.7065571407406627e-06,0.0,0.0,2.2768009179017487e-05,6.584445431975776e-05
blue needles,anaesthesia drugs,0,0,0,ldpe,2022,0.0025,500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.0002,500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.0027,500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00029,500,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0052,500,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.0002,500,0,shanghai (china),0,0,0,0,0,0,5.5111023999999994e-05,4.384679860876261e-06,0.0,0.0,3.290797876969192e-05,9.240368263056816e-05
green needles,anaesthesia drugs,0,0,0,ldpe,2022,0.0025,500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.0004,500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.0027,500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00029,500,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0052,500,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.0004,500,0,shanghai (china),0,0,0,0,0,0,5.8459664e-05,4.53879866090706e-06,0.0,0.0,3.2916490769691916e-05,9.591495343059897e-05
red drawing up needles,anaesthesia drugs,0,0,0,ldpe,2022,0.0016,500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.0006,500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.00023,500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00011,500,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.00183,500,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.0006,500,0,shanghai (china),0,0,0,0,0,0,2.8294269999999996e-05,1.95730876039116e-06,0.0,0.0,1.1603955599333887e-05,4.1855534359725046e-05
swan lock connectors,anaesthesia drugs,0,0,0,polypropylene,2022,0.005,500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.005,500,0,shanghai (china),0,0,0,0,0,0,ldpe film,2022,0.003,500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.003,500,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,8.16448e-05,6.164752001232e-06,0.0,0.0,3.162223497085762e-05,0.00011943178697208962
blood gas syringe,anaesthesia drugs,0,0,0,polypropylene,2022,0.0021,500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0021,500,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.004,500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.0021,500,0,shanghai (china),0,0,0,0,0,0,heparin highint,2022,1.25e-06,500,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,7.362952004424455e-05,4.701586643439592e-06,0.0,0.0,1.3281338687760197e-05,9.161244537544433e-05
normal saline,anaesthesia drugs,0,0,0,pvc,2022,0.15,500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,saline,2022,0.01,500,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,blow moulding,2022,0.15,500,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.001367253,0.00012329504002464,0.0,0.0,0.0004319361482098251,0.0019224841882344648
10% glucose,anaesthesia drugs,0,0,0,pvc,2022,0.15,500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.15,500,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0013625399999999998,0.00011558910002310001,0.0,0.0,0.0004319361482098251,0.001910065248232925
iv giving set,anaesthesia drugs,0,0,0,pvc,2022,0.049,500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.049,500,0,shanghai (china),0,0,0,0,0,0,paper,2022,0.002,500,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.003,500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.003,500,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0004749402,4.1612076008315995e-05,0.0,0.0,0.00014109914174854292,0.0006576514177568589
"adrenaline (1:10,000)",anaesthesia drugs,0,0,0,polypropylene,2022,0.01,500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.015,500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,adrenaline highint,2022,1e-06,500,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,injection moulding,2022,0.01,500,0,shanghai (china),0,0,0,0,0,0,blow moulding,2022,0.015,500,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.00026695551203539567,1.9265620597850154e-05,0.0,0.0,0.0001581111748542881,0.0004443323074875339
amiodarone (30mg),anaesthesia drugs,0,0,0,polypropylene,2022,0.01,500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.015,500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,amiodarone highint,2022,3e-05,500,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,injection moulding,2022,0.01,500,0,shanghai (china),0,0,0,0,0,0,blow moulding,2022,0.015,500,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0006918203610618692,1.928796782385462e-05,0.0,0.0,0.0001581111748542881,0.0008692195037400119
calcium chloride 10%,anaesthesia drugs,0,0,0,polypropylene,2022,0.01,500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.015,500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,calcium chloride highint,2022,0.005,500,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,injection moulding,2022,0.01,500,0,shanghai (china),0,0,0,0,0,0,blow moulding,2022,0.015,500,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.07350486517697821,2.311782000462e-05,0.0,0.0,0.0001581111748542881,0.07368609417183712
"adrenaline (1:1,000)",anaesthesia drugs,0,0,0,polypropylene,2022,0.01,500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.015,500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,adrenaline highint,2022,1e-06,250,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,injection moulding,2022,0.01,500,0,shanghai (china),0,0,0,0,0,0,blow moulding,2022,0.015,500,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0002816060240707913,1.9266391191850307e-05,0.0,0.0,0.0001581111748542881,0.00045898359011692976
ng tube,anaesthesia drugs,0,0,0,pvc,2022,0.1,500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.1,500,0,shanghai (china),0,0,0,0,0,0,ldpe film,2022,0.004,500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.004,500,0,shanghai (china),0,0,0,0,0,0,paper,2022,0.002,500,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0009398936,8.168296401632401e-05,0.0,0.0,0.00028795743213988343,0.0013095339961562075
clinical waste bag,anaesthesia drugs,0,0,0,ldpe,2022,0.008,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.008,6,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.006593733333333333,0.000513729333436,0.0,0.0,0.004216297996114348,0.01132376066288368
tamper tags,anaesthesia drugs,0,0,0,ldpe,2022,0.002,20,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.002,20,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.00048649,3.85297000077e-05,0.0,0.0,0.0003162223497085762,0.0008412420497162761
telemetry stickers,monitoring tests,0,0,0,polyurethane,2022,0.01,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.01,1,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.005,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.129821,0.005779455001155001,0.0,0.0,0.02354555995004163,0.15914601495119662
dalteparin (5000 units),monitoring tests,0,0,0,dalteparin,2022,3.2e-05,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,polypropylene,2022,0.0021,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0021,1,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.0008,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.0003,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.0008,1,0,shanghai (china),0,0,0,0,0,0,0.24988260256633024,0.0012452799042488641,0.0,0.0,0.0,0.2511278824705791
nrb mask,anaesthesia drugs,0,0,0,pvc,2022,0.069,500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.069,500,0,shanghai (china),0,0,0,0,0,0,ldpe film,2022,0.004,500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.004,500,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0006552356000000001,5.625336201124201e-05,0.0,0.0,0.0001986906281765196,0.0009101795901877616
pulp urinal bottle,monitoring tests,0,0,0,pulp,2022,0.041,1,1,shanghai (china),shanghai (china),felixstowe,0,0,0,0,cardboard,2022,0.0123,1,1,shanghai (china),shanghai (china),felixstowe,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.10313017000000001,0.0205363301041041,0.0,0.0,0.0,0.1236665001041041
old anaesthetic monitor,monitoring tests,0,0,0,hdpe,2022,3.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,3.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,electronics,2022,1.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,3.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,3.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.12768385999999998,0.0002697079000539,0.0,0.0,0.0009486670491257284,0.1289022349491796
anaesthetic machine,anaesthesia drugs,0,0,0,hdpe,2022,40.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,50.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,20.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,40.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,50.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2.5359564000000003,0.004238267000847,0.0,0.0,0.014025150341382181,2.5542198173422297
tiva infusion pump,anaesthesia drugs,0,0,0,hdpe,2022,1.0,1000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,1.2,1000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,0.4,1000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,1.0,1000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,1.2,1000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.50980052,0.0010017722002002001,0.0,0.0,0.003441730767693589,0.5142440229678937
ivi infuser,anaesthesia drugs,0,0,0,hdpe,2022,1.2,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.5,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,0.2,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,1.2,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.5,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.025733532,7.320643001463e-05,0.0,0.0,0.0003932293831806827,0.026199967813195314
weighing scales,monitoring tests,0,0,0,hdpe,2022,1.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,4.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,0.4,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,1.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,4.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0533241,0.00020806038004158,0.0,0.0,0.0003501314767693588,0.053882291856810934
desktop computer,it,0,0,0,hdpe,2022,4.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,2.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,5.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,4.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,2.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.6223941599999999,0.0004238267000847,0.0,0.0,0.001586609487094088,0.6244045961871787
label printer (bloods),it,0,0,0,hdpe,2022,0.6,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.3,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,0.1,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.6,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.3,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.012908624,3.852970000770001e-05,0.0,0.0,0.00019672109159034137,0.013143874791598042
printer,it,0,0,0,hdpe,2022,3.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,1.5,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,0.3,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,3.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,1.5,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.03978912,0.00018494256003696,0.0,0.0,0.0009709068944213153,0.040944969454458274
fridge,fixtures/fittings,0,0,0,hdpe,2022,3.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,2.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,0.5,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,3.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,2.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0649617,0.00021191335004235002,0.0,0.0,0.0009846694579517068,0.06615828280799406
dishwasher,fixtures/fittings,0,0,0,hdpe,2022,3.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,2.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,0.5,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,3.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,2.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0649617,0.00021191335004235002,0.0,0.0,0.0009846694579517068,0.06615828280799406
water boiler,nutrition,0,0,0,hdpe,2022,0.5,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,3.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,0.5,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.5,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,3.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.06463021000000001,0.0001541188000308,0.0,0.0,0.0001962415836802664,0.06498057038371108
toaster,nutrition,0,0,0,hdpe,2022,0.25,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.5,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,0.1,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.25,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.5,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.012912445000000002,3.2750245006544997e-05,0.0,0.0,8.64688691923397e-05,0.013031664114198885
microwave,nutrition,0,0,0,hdpe,2022,0.25,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.75,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,0.2,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.25,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.75,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.025498735,4.623564000924e-05,0.0,0.0,9.335015095753538e-05,0.025638320790966774
cd fridge,anaesthesia drugs,0,0,0,hdpe,2022,3.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,2.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,0.5,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,3.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,2.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0649617,0.00021191335004235002,0.0,0.0,0.0009846694579517068,0.06615828280799406
cow (laptop),it,0,0,0,hdpe,2022,0.6,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.4,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,0.4,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.6,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.4,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.05012334000000001,5.394158001078e-05,0.0,0.0,0.00021598173688592835,0.05039326331689672
cow stand,it,0,0,0,hdpe,2022,1.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,5.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,1.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,5.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.004653259999999999,0.0002311782000462,0.0,0.0,0.0003268623497085762,0.005211300549754776
barcode scanner,it,0,0,0,hdpe,2022,0.3,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,0.1,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.3,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.012517238000000002,1.541188000308e-05,0.0,0.0,0.00010121598667776851,0.012633865866680851
ipad,it,0,0,0,steel,2022,0.3,400,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,working with steel,2022,0.3,400,0,shanghai (china),0,0,0,0,0,0,glass,2022,0.2,400,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,0.3,400,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.9319615250000001,0.0007705940001540001,0.0,0.0,1.596e-05,0.9327480790001541
ipad case,it,0,0,0,hdpe,2022,0.2,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polyurethane,2022,0.05,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.2,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0001298825,9.632425001925e-06,0.0,0.0,7.496404991673605e-05,0.00021447897491866103
name band printer,it,0,0,0,hdpe,2022,0.6,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.3,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,0.1,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.6,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.3,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.012908624,3.852970000770001e-05,0.0,0.0,0.00019672109159034137,0.013143874791598042
